dong_name,gu_name,2007-12-31T15:00:00.000Z,2008-01-31T15:00:00.000Z,2008-02-29T15:00:00.000Z,2008-03-31T15:00:00.000Z,2008-04-30T15:00:00.000Z,2008-05-31T15:00:00.000Z,2008-06-30T15:00:00.000Z,2008-07-31T15:00:00.000Z,2008-08-31T15:00:00.000Z,2008-09-30T15:00:00.000Z,2008-10-31T15:00:00.000Z,2008-11-30T15:00:00.000Z,2008-12-31T15:00:00.000Z,2009-01-31T15:00:00.000Z,2009-02-28T15:00:00.000Z,2009-03-31T15:00:00.000Z,2009-04-30T15:00:00.000Z,2009-05-31T15:00:00.000Z,2009-06-30T15:00:00.000Z,2009-07-31T15:00:00.000Z,2009-08-31T15:00:00.000Z,2009-09-30T15:00:00.000Z,2009-10-31T15:00:00.000Z,2009-11-30T15:00:00.000Z,2009-12-31T15:00:00.000Z,2010-01-31T15:00:00.000Z,2010-02-28T15:00:00.000Z,2010-03-31T15:00:00.000Z,2010-04-30T15:00:00.000Z,2010-05-31T15:00:00.000Z,2010-06-30T15:00:00.000Z,2010-07-31T15:00:00.000Z,2010-08-31T15:00:00.000Z,2010-09-30T15:00:00.000Z,2010-10-31T15:00:00.000Z,2010-11-30T15:00:00.000Z,2010-12-31T15:00:00.000Z,2011-01-31T15:00:00.000Z,2011-02-28T15:00:00.000Z,2011-03-31T15:00:00.000Z,2011-04-30T15:00:00.000Z,2011-05-31T15:00:00.000Z,2011-06-30T15:00:00.000Z,2011-07-31T15:00:00.000Z,2011-08-31T15:00:00.000Z,2011-09-30T15:00:00.000Z,2011-10-31T15:00:00.000Z,2011-11-30T15:00:00.000Z,2011-12-31T15:00:00.000Z,2012-01-31T15:00:00.000Z,2012-02-29T15:00:00.000Z,2012-03-31T15:00:00.000Z,2012-04-30T15:00:00.000Z,2012-05-31T15:00:00.000Z,2012-06-30T15:00:00.000Z,2012-07-31T15:00:00.000Z,2012-08-31T15:00:00.000Z,2012-09-30T15:00:00.000Z,2012-10-31T15:00:00.000Z,2012-11-30T15:00:00.000Z,2012-12-31T15:00:00.000Z,2013-01-31T15:00:00.000Z,2013-02-28T15:00:00.000Z,2013-03-31T15:00:00.000Z,2013-04-30T15:00:00.000Z,2013-05-31T15:00:00.000Z,2013-06-30T15:00:00.000Z,2013-07-31T15:00:00.000Z,2013-08-31T15:00:00.000Z,2013-09-30T15:00:00.000Z,2013-10-31T15:00:00.000Z,2013-11-30T15:00:00.000Z,2013-12-31T15:00:00.000Z,2014-01-31T15:00:00.000Z,2014-02-28T15:00:00.000Z,2014-03-31T15:00:00.000Z,2014-04-30T15:00:00.000Z,2014-05-31T15:00:00.000Z,2014-06-30T15:00:00.000Z,2014-07-31T15:00:00.000Z,2014-08-31T15:00:00.000Z,2014-09-30T15:00:00.000Z,2014-10-31T15:00:00.000Z,2014-11-30T15:00:00.000Z,2014-12-31T15:00:00.000Z,2015-01-31T15:00:00.000Z,2015-02-28T15:00:00.000Z,2015-03-31T15:00:00.000Z,2015-04-30T15:00:00.000Z,2015-05-31T15:00:00.000Z,2015-06-30T15:00:00.000Z,2015-07-31T15:00:00.000Z,2015-08-31T15:00:00.000Z,2015-09-30T15:00:00.000Z,2015-10-31T15:00:00.000Z,2015-11-30T15:00:00.000Z,2015-12-31T15:00:00.000Z,2016-01-31T15:00:00.000Z,2016-02-29T15:00:00.000Z,2016-03-31T15:00:00.000Z,2016-04-30T15:00:00.000Z,2016-05-31T15:00:00.000Z,2016-06-30T15:00:00.000Z,2016-07-31T15:00:00.000Z,2016-08-31T15:00:00.000Z,2016-09-30T15:00:00.000Z,2016-10-31T15:00:00.000Z,2016-11-30T15:00:00.000Z,2016-12-31T15:00:00.000Z,2017-01-31T15:00:00.000Z,2017-02-28T15:00:00.000Z,2017-03-31T15:00:00.000Z,2017-04-30T15:00:00.000Z,2017-05-31T15:00:00.000Z,2017-06-30T15:00:00.000Z,2017-07-31T15:00:00.000Z,2017-08-31T15:00:00.000Z,2017-09-30T15:00:00.000Z,2017-10-31T15:00:00.000Z,2017-11-30T15:00:00.000Z,2017-12-31T15:00:00.000Z,2018-01-31T15:00:00.000Z,2018-02-28T15:00:00.000Z,2018-03-31T15:00:00.000Z,2018-04-30T15:00:00.000Z,2018-05-31T15:00:00.000Z,2018-06-30T15:00:00.000Z,2018-07-31T15:00:00.000Z,2018-08-31T15:00:00.000Z,2018-09-30T15:00:00.000Z,2018-10-31T15:00:00.000Z,2018-11-30T15:00:00.000Z,2018-12-31T15:00:00.000Z,2019-01-31T15:00:00.000Z,2019-02-28T15:00:00.000Z,2019-03-31T15:00:00.000Z,2019-04-30T15:00:00.000Z,2019-05-31T15:00:00.000Z,2019-06-30T15:00:00.000Z,2019-07-31T15:00:00.000Z,2019-08-31T15:00:00.000Z,2019-09-30T15:00:00.000Z,2019-10-31T15:00:00.000Z,2019-11-30T15:00:00.000Z,2019-12-31T15:00:00.000Z,2020-01-31T15:00:00.000Z,2020-02-29T15:00:00.000Z,2020-03-31T15:00:00.000Z,2020-04-30T15:00:00.000Z,2020-05-31T15:00:00.000Z,2020-06-30T15:00:00.000Z,2020-07-31T15:00:00.000Z,2020-08-31T15:00:00.000Z,2020-09-30T15:00:00.000Z,2020-10-31T15:00:00.000Z,2020-11-30T15:00:00.000Z,2020-12-31T15:00:00.000Z,2021-01-31T15:00:00.000Z,2021-02-28T15:00:00.000Z,2021-03-31T15:00:00.000Z,2021-04-30T15:00:00.000Z,2021-05-31T15:00:00.000Z,2021-06-30T15:00:00.000Z,2021-07-31T15:00:00.000Z,2021-08-31T15:00:00.000Z,2021-09-30T15:00:00.000Z,2021-10-31T15:00:00.000Z,2021-11-30T15:00:00.000Z,2021-12-31T15:00:00.000Z,2022-01-31T15:00:00.000Z,2022-02-28T15:00:00.000Z,2022-03-31T15:00:00.000Z,2022-04-30T15:00:00.000Z,2022-05-31T15:00:00.000Z,2022-06-30T15:00:00.000Z,2022-07-31T15:00:00.000Z,2022-08-31T15:00:00.000Z,2022-09-30T15:00:00.000Z,2022-10-31T15:00:00.000Z,2022-11-30T15:00:00.000Z,2022-12-31T15:00:00.000Z,2023-01-31T15:00:00.000Z,2023-02-28T15:00:00.000Z,2023-03-31T15:00:00.000Z,2023-04-30T15:00:00.000Z,2023-05-31T15:00:00.000Z,2023-06-30T15:00:00.000Z,2023-07-31T15:00:00.000Z,2023-08-31T15:00:00.000Z,2023-09-30T15:00:00.000Z,2023-10-31T15:00:00.000Z,2023-11-30T15:00:00.000Z,2023-12-31T15:00:00.000Z,2024-01-31T15:00:00.000Z,2024-02-29T15:00:00.000Z,2024-03-31T15:00:00.000Z,2024-04-30T15:00:00.000Z,2024-05-31T15:00:00.000Z,2024-06-30T15:00:00.000Z,2024-07-31T15:00:00.000Z
구기동,종로구,1063.68,1066.27,1084.9,1111.06,1113.92,1156.48,1158.21,1159.93,1161.14,1162.35,1159.77,1157.2,1154.63,1152.06,1142.27,1125.96,1123.86,1121.33,1126.65,1129.3,1133.76,1130.97,1128.18,1125.38,1132.73,1136.09,1142.12,1137.55,1125.3,1116.72,1114.04,1111.35,1109.28,1109.41,1102.34,1118.17,1145.32,1151.73,1150.87,1163.48,1177.47,1190.22,1183.51,1176.8,1170.14,1163.47,1166.16,1161.16,1156.17,1151.13,1147.02,1137.38,1127.76,1118.07,1121.62,1125.38,1129.14,1122.38,1117.31,1126.95,1133.92,1139.89,1139.45,1139.26,1139.08,1138.63,1136.41,1128.87,1118.49,1143.9,1142.44,1139.15,1149.33,1156.59,1155.24,1155.86,1161.48,1167.11,1173.84,1190.3,1202.91,1215.13,1227.61,1218.41,1208.26,1200.51,1196.13,1200.34,1208.24,1243.15,1258.34,1274.44,1288.22,1306.15,1295.1,1293.53,1287.06,1280.61,1291.91,1302.59,1303.74,1309.12,1314.6,1320.09,1322.03,1337.71,1339.48,1339.89,1339.54,1338.67,1346.89,1346.41,1357.36,1367.08,1375.45,1383.82,1392.15,1396.45,1399.85,1403.25,1418.16,1421.78,1424.93,1454.66,1464.74,1470.36,1474.67,1476.92,1481.16,1489.3,1497.44,1503.65,1506.5,1510.24,1512.39,1516.66,1520.86,1526.69,1532.52,1538.34,1524.2,1505.57,1508.81,1511.76,1514.72,1523.86,1531.32,1538.78,1544.04,1549.3,1562.32,1580.46,1598.6,1614.76,1630.63,1646.43,1662.24,1674.55,1694.78,1707.78,1720.79,1732.58,1744.36,1744.09,1743.82,1757.03,1760.57,1769.45,1768.85,1769.98,1771.12,1772.03,1772.79,1773.47,1774.11,1774.75,1775.39,1776.03,1776.67,1777.3,1777.94,1778.58,1779.22,1780.11,1781.01,1781.91,1781.68,1781.44,1781.2,1780.97,1780.73,1780.5,1792.18,1803.86,1805.25,1799.78,1794.31,1788.84,1788.84,1788.84
낙원동,종로구,913.64,910.63,907.62,909.71,911.8,913.9,915.98,917.71,922.76,927.81,932.85,937.91,942.95,948,953.06,958.1,963.15,968.2,973.24,978.3,983.34,988.4,993.44,998.49,1003.54,1008.59,1013.64,1018.69,1023.74,1028.79,1033.84,1038.89,1043.93,1048.99,1054.03,1055.76,1057.48,1059.2,1059.66,1060.12,1060.57,1061.03,1061.49,1061.94,1062.4,1062.86,1063.32,1063.78,1064.23,1064.69,1065.15,1065.61,1066.06,1066.52,1066.98,1067.43,1067.89,1068.35,1068.81,1069.27,1069.72,1070.18,1055.6,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02,1041.02
내수동,종로구,2173.53,2182.58,2191.62,2203.31,2216.39,2225.69,2232.58,2236.46,2240.33,2244.21,2248.09,2251.96,2255.84,2251.45,2256.01,2252.31,2264.75,2266.63,2258.58,2278.7,2271.52,2266.99,2267.32,2262.83,2267.93,2273.02,2267.71,2274.95,2266.89,2260.68,2254.47,2248.26,2242.05,2235.84,2229.63,2228.11,2231.22,2249.63,2247.77,2253.66,2252.2,2241.92,2234.35,2219.17,2210.12,2206.01,2202.31,2196.92,2191.53,2179.17,2168.74,2160.81,2159.55,2158.29,2144.08,2129.88,2115.68,2107.28,2093.5,2095.97,2095.57,2095.17,2095.33,2095.58,2096.32,2097.05,2097.63,2098.21,2098.79,2099.36,2099.46,2102.93,2106.81,2110.3,2118.71,2122.95,2127.18,2134.5,2141.81,2148.75,2156.96,2146.17,2140.47,2134.77,2134.29,2137,2139.11,2140.95,2143.83,2149.24,2166.58,2176.21,2184.48,2181.56,2190.69,2199.61,2207.85,2216.76,2225.67,2233.99,2239.04,2235.78,2260.33,2272.36,2274.16,2292.27,2309.51,2298.65,2304.29,2313.94,2323.59,2338.61,2351.51,2365.33,2371.77,2375.79,2387.16,2398.99,2409.84,2420.68,2431.72,2440.84,2447.66,2459.41,2475.61,2491.8,2509.25,2525.65,2546.46,2561.28,2576.11,2590.92,2605.73,2620.79,2635.84,2650.9,2671.69,2692.86,2705.71,2719.45,2735.46,2750.66,2774.54,2783.16,2795.54,2809.49,2822.32,2833.04,2843.75,2855.03,2884.2,2902.52,2924,2943.77,2973.01,3002.25,3031.49,3056.7,3080,3103.3,3116.79,3130.27,3143.49,3161.54,3179.6,3197.65,3213.59,3229.52,3245.46,3254.04,3262.62,3271.21,3273.08,3275.91,3278.73,3281.55,3284.37,3287.19,3290.01,3292.83,3295.65,3298.48,3301.21,3310.92,3318.69,3331.13,3343.57,3356.63,3361.66,3367.74,3373.81,3379.89,3385.96,3391.27,3396.58,3401.89,3406.92,3411.25,3411.25,3411.25
누상동,종로구,541.72,549.24,554.79,560.33,565.85,571.42,576.94,582.52,588.03,593.61,599.12,604.67,610.21,615.76,621.33,626.85,632.39,637.94,643.48,649.03,654.58,660.12,665.67,671.18,676.76,682.27,687.85,693.36,698.94,704.45,710,715.55,721.09,726.67,732.18,737.73,743.27,748.82,754.36,759.91,765.45,771,776.52,782.09,787.61,793.18,798.7,804.24,809.79,815.33,820.91,826.42,832,837.52,843.06,848.61,854.15,859.7,865.24,870.76,876.33,881.85,887.42,892.94,898.52,904.03,909.58,915.15,920.67,926.24,931.76,937.3,942.85,948.39,953.94,959.48,965.03,970.58,976.09,981.67,987.18,992.76,998.27,1003.85,1009.39,1014.91,1020.48,1026,1031.58,1037.09,1042.64,1048.18,1053.73,1059.27,1064.82,1070.36,1075.91,1081.42,1087,1092.52,1098.09,1103.61,1109.15,1114.73,1120.24,1125.82,1131.33,1136.91,1142.42,1147.97,1153.52,1159.06,1164.61,1170.15,1175.67,1181.24,1186.76,1192.33,1197.85,1203.42,1208.97,1210.67,1212.39,1215.45,1218.55,1221.64,1224.73,1227.79,1230.88,1233.94,1237.03,1240.12,1243.21,1246.27,1249.36,1252.42,1255.52,1256.15,1256.76,1257.36,1257.97,1258.58,1259.21,1259.82,1260.42,1261.03,1261.64,1262.24,1262.88,1263.48,1264.09,1264.7,1265.3,1265.91,1266.55,1267.15,1267.76,1268.36,1268.97,1269.58,1270.21,1270.82,1271.42,1272.03,1272.64,1273.27,1273.88,1274.48,1275.09,1275.7,1276.3,1276.94,1277.55,1278.15,1278.76,1279.36,1279.97,1280.61,1281.21,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82,1281.82
당주동,종로구,1341.33,1345.66,1349.99,1354.33,1358.67,1363,1367.33,1371.67,1376.01,1380.34,1384.67,1389.01,1393.35,1397.69,1402.02,1406.35,1409.48,1445.48,1448.7,1451.92,1455.14,1457.17,1459.19,1461.21,1463.05,1464.91,1466.75,1468.47,1467.4,1466.34,1465.28,1464.21,1463.15,1462.08,1461.02,1459.19,1457.37,1455.53,1453.91,1452.29,1450.67,1449.04,1447.42,1445.79,1464.13,1482.95,1501.77,1502.95,1504.13,1505.31,1506.49,1507.42,1508.35,1509.29,1510.26,1511.24,1512.22,1499.08,1485.95,1472.81,1483.88,1494.95,1506.02,1517.09,1528.15,1531.04,1533.71,1536.37,1539.04,1541.41,1543.78,1546.15,1548.52,1550.89,1553.25,1556.33,1560.88,1565.43,1569.99,1574.54,1577.61,1580.68,1583.76,1586.84,1590.32,1590.02,1589.73,1593.69,1597.67,1601.64,1605.61,1609.58,1613.55,1618.09,1622.63,1627.16,1633.37,1639.58,1645.79,1652,1658.21,1664.63,1671.06,1678.66,1686.61,1695.5,1704.4,1713.3,1722.2,1732.74,1743.3,1753.84,1764.39,1774.31,1780.95,1785.92,1790.89,1796.6,1800.73,1806.76,1812.8,1819.23,1825.66,1831.99,1838.32,1843.46,1848.6,1853.74,1861.44,1868.79,1876.85,1883.43,1890.01,1896.58,1903.16,1909.74,1916.31,1922.89,1929.47,1936.05,1955.33,1974.6,1980.76,1986.92,1993.07,1999.22,2005.38,2011.53,2015.64,2019.75,2023.59,2027.43,2031.27,2035.11,2038.95,2041.56,2044.17,2046.78,2049.4,2052,2054.61,2057.23,2059.84,2062.45,2065.06,2067.67,2070.28,2071.84,2073.4,2074.96,2076.52,2078.08,2079.64,2081.2,2082.76,2084.32,2085.88,2087.44,2089,2090.56,2092.12,2093.68,2095.24,2096.8,2098.36,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92,2099.92
동숭동,종로구,629.29,660.28,696.51,778.64,780.65,782.65,784.65,786.65,782.12,777.58,773.05,768.53,764,759.48,754.95,766.25,777.57,788.87,800.17,811.49,822.79,834.08,845.4,863.08,871.36,879.64,887.92,896.2,904.5,912.78,921.05,929.35,937.63,945.91,954.2,962.48,965.31,968.16,970.99,973.82,976.65,979.5,981.17,982.89,984.56,986.25,987.93,989.62,991.3,992.99,995.36,997.74,1000.11,1002.51,1004.87,1007.26,1009.63,1012.02,1014.38,1016.75,1019.14,1021.51,1023.89,1026.27,1028.65,1031.02,1033.41,1035.78,1038.16,1040.54,1042.92,1045.29,1047.67,1050.05,1052.43,1054.8,1057.19,1059.56,1061.94,1064.32,1066.7,1070.27,1072.77,1075.27,1077.78,1080.28,1082.79,1085.27,1087.77,1090.29,1092.77,1095.27,1098.21,1101.16,1104.08,1107.01,1109.96,1112.87,1115.81,1117.86,1119.88,1121.9,1123.94,1126.84,1129.71,1132.61,1135.51,1138.71,1141.88,1145.09,1148.29,1151.47,1154.68,1157.87,1160.52,1163.19,1165.86,1167.92,1169.97,1172.04,1174.1,1180.36,1186.66,1192.94,1199.23,1205.5,1211.79,1218.08,1224.35,1230.63,1236.93,1240.58,1244.21,1247.88,1251.53,1255.18,1260.71,1266.26,1271.77,1277.31,1282.84,1288.37,1293.9,1299.43,1303.85,1308.25,1312.69,1317.09,1321.51,1325.91,1330.35,1334.75,1339.16,1351.51,1363.84,1376.21,1388.54,1400.89,1413.22,1425.59,1437.92,1450.27,1462.6,1474.96,1487.3,1499.64,1511.99,1524.32,1536.69,1549.02,1561.37,1573.7,1586.05,1598.4,1610.74,1623.08,1635.44,1647.79,1660.12,1665.06,1669.99,1674.94,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87,1679.87
명륜1가,종로구,1186.04,1171.5,1184.82,1192.18,1192.74,1188.65,1189.23,1189.81,1182.5,1183.08,1183.65,1184.23,1184.8,1185.38,1185.95,1192.29,1198.62,1205.75,1211.23,1216.69,1225.31,1225.92,1226.53,1227.14,1227.49,1227.83,1229.6,1231.37,1233.15,1231.54,1233.39,1235.24,1237.09,1238.94,1240.8,1242.64,1244.49,1246.35,1248.19,1252.09,1255.98,1258.09,1260.72,1263.35,1265.98,1268.61,1271.23,1273.86,1276.49,1279.12,1281.75,1284.37,1287.1,1289.83,1292.55,1295.27,1298,1299.34,1302.03,1304.74,1307.79,1310.84,1313.89,1317.43,1320.81,1326.08,1331.35,1337.72,1343.06,1348.4,1353.73,1358.99,1364.26,1369.58,1375.27,1380.97,1386.65,1392.84,1397.56,1402.28,1407,1411.72,1417.49,1423.28,1430.82,1438.34,1445.86,1454.06,1461.51,1468.24,1475.45,1482.55,1489.64,1496.39,1502.1,1507.8,1513.25,1518.69,1523.57,1528.46,1533.35,1538.73,1543.61,1548.49,1553.54,1558.6,1567.64,1576.05,1584.46,1592.83,1601.2,1610.83,1620.47,1630.06,1644.8,1653,1661.2,1666.05,1670.9,1676.37,1681.28,1686.2,1691.12,1698.72,1706.33,1713.94,1721.54,1729.14,1736.75,1744.2,1754.19,1761.6,1769.01,1776.51,1783.51,1790.5,1797.5,1804.5,1811.49,1818.49,1825.46,1832.42,1836.25,1839.97,1847.86,1858.85,1866.66,1874.47,1882.27,1890.08,1897.89,1905.7,1913.5,1921.2,1928.89,1936.53,1938.5,1939.61,1940.72,1941.74,1942.76,1943.78,1944.8,1945.81,1946.83,1947.85,1948.87,1949.89,1950.91,1951.93,1952.95,1953.97,1955.03,1956.1,1956.98,1957.86,1958.75,1959.63,1960.51,1961.39,1962.27,1963.15,1964.03,1964.91,1965.77,1968.29,1969.13,1969.98,1970.82,1971.67,1972.51,1973.36,1974.2,1974.96,1975.72,1976.48,1977.24,1977.24,1977.24,1977.24
명륜2가,종로구,1534.23,1512.22,1543.61,1581.39,1584.46,1587.54,1587.5,1623.2,1658.9,1694.52,1654.93,1615.34,1575.74,1536.15,1497.67,1546.14,1604.08,1594.88,1613.73,1655.71,1697.63,1681.34,1653.85,1639.87,1654.33,1668.89,1704.96,1758.61,1742.68,1722.62,1702.55,1682.49,1668.29,1653.74,1639.2,1730.15,1787.91,1760.61,1733.3,1718.69,1705.11,1756.97,1764.88,1774.74,1784.6,1779.78,1684.11,1732.89,1725.5,1718.11,1714.58,1712.83,1703.3,1693.75,1684.22,1674.62,1665,1655.44,1645.89,1669.36,1728.78,1684.52,1731.04,1746.1,1760.88,1754.49,1748.06,1741.63,1737.33,1728.18,1708.13,1766.24,1706.61,1707.98,1739.31,1782.37,1728.39,1770.14,1765.65,1761.23,1757.59,1779.69,1801.78,1703.23,1735.35,1763.44,1795.26,1764.19,1795.6,1827,1829.41,1865.01,1760.23,1808.98,1857.85,1670.44,1923.72,1903.47,1941.84,1918.17,1894.5,1910.23,1947.75,1994.39,1962.88,2032.32,2025.87,1981.66,2032.75,2098.76,2090.53,2084.35,2084.55,2084.8,2085.05,2085.06,2137.82,2127.28,2182.43,2236.5,2274.74,2290.91,2317.85,2326.04,2332.62,2339.19,2345.35,2362.69,2380.03,2392.58,2586.68,2597.62,2608.56,2624.34,2612.88,2562.64,2512.42,2567.72,2623.02,2627.74,2727.7,2712.54,2708.7,2755.64,2764.87,2784.97,2805.07,2823.29,2834.04,2783.12,2892.86,2915.35,2922.91,2928.72,3101.32,3365.38,3224.08,3212.1,3200.09,3325.87,3451.62,3445.46,3439.31,3433.15,3389.64,3346.13,3367.99,3291.78,3411.71,3489.61,3480.34,3471.08,3461.34,3464.87,3468.41,3471.94,3475.47,3479.02,3482.54,3485.66,3488.8,3491.92,3495.04,3498.18,3501.3,3504.41,3504.72,3505.02,3417.3,3329.37,3369.02,3408.67,3448.32,3487.97,3527.62,3548.96,3493.73,3363.77,3439.57,3439.57
명륜3가,종로구,1153.59,1164.88,1176.16,1187.45,1198.74,1210.03,1221.32,1232.6,1243.89,1255.18,1266.47,1277.75,1289.04,1288.36,1287.64,1286.96,1286.25,1285.56,1284.85,1284.16,1283.45,1282.77,1282.05,1281.37,1280.66,1279.97,1279.26,1278.58,1277.86,1277.18,1276.47,1275.78,1275.07,1274.38,1273.67,1272.99,1272.27,1271.59,1270.88,1270.19,1269.48,1268.79,1268.08,1267.4,1266.68,1266,1265.29,1264.6,1263.89,1263.21,1262.49,1261.81,1261.1,1260.41,1259.7,1259.01,1258.3,1257.62,1256.9,1256.22,1255.51,1254.82,1254.11,1253.42,1258.19,1262.96,1267.73,1272.49,1277.26,1282,1286.77,1291.53,1296.3,1301.07,1305.84,1310.6,1315.37,1320.14,1324.9,1329.67,1334.44,1339.18,1343.95,1348.71,1353.48,1358.25,1363.01,1367.78,1372.55,1377.32,1382.08,1386.85,1391.59,1396.36,1401.12,1405.89,1410.66,1415.42,1420.19,1424.96,1429.73,1434.49,1439.26,1444.03,1448.77,1453.53,1458.3,1463.07,1467.84,1472.6,1477.37,1482.14,1486.9,1491.67,1496.44,1501.18,1505.95,1510.71,1515.48,1520.25,1525.01,1529.78,1534.55,1539.32,1544.08,1548.85,1553.62,1558.36,1563.12,1567.89,1572.66,1577.42,1582.19,1578.77,1575.34,1571.92,1568.49,1571.23,1573.97,1576.71,1579.45,1582.19,1577.62,1573.07,1568.49,1570.44,1572.41,1574.36,1576.33,1578.27,1580.25,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19,1582.19
무악동,종로구,1502.65,1587.63,1644.51,1705.7,1667.74,1608.97,1677.6,1738.45,1754.52,1814.73,1732.29,1649.85,1812.27,1790.7,1761.45,1734.4,1842.79,1834.47,1819.27,1784.56,1853.76,1767.78,1746.88,1750.88,1752.25,1752.64,1730.86,1711.26,1691.66,1676.43,1686.6,1652,1650.32,1648.64,1693.58,1712.89,1735.01,1793.56,1807.12,1700.32,1700.02,1735.84,1771.66,1798.6,1766.75,1743.47,1687.5,1629.86,1664.37,1698.88,1666.01,1631.27,1603.66,1575.01,1547.3,1531.36,1546.33,1569.09,1531.98,1554.11,1556.79,1583.7,1579.74,1605.19,1569.93,1554.28,1568.49,1558.39,1535.91,1550.55,1570.75,1532.45,1594.59,1520.73,1557.41,1576.92,1586.39,1604.14,1588.63,1609.57,1576.27,1579.58,1603.17,1670.32,1655.87,1646.41,1645.76,1688.92,1729.71,1646.49,1703.34,1700.21,1684.49,1749.61,1730.29,1701.04,1777.93,1716.98,1734.09,1781.03,1736.11,1752.68,1769.85,1777.78,1776.93,1824.58,1845.3,1884.51,1863.45,1892.58,1912.86,1892.57,1896.82,1932.54,1937.41,1934.94,1999.92,2029.9,2019.28,2089.64,2113.23,2197.32,2193.79,2280.54,2330.47,2376.33,2494.57,2530.82,2634.14,2516.3,2531.73,2534.14,2536.53,2538.94,2541.35,2543.75,2546.58,2638.58,2695.55,2792.62,2814.41,2820.06,2919.53,2938.82,3050.19,3024.81,3054.15,3048.56,3140.77,3150.2,3203.34,3241.88,3345.06,3389.98,3406.18,3498.72,3498.45,3665.36,3747.68,3797.12,3846.95,3882.31,3798.27,3804.18,3832.55,3860.91,3889.27,3891.07,3895.37,3853.66,3848.6,3849.03,3810.15,3789.38,3768.61,3726.56,3684.51,3648.19,3611.87,3575.55,3539.23,3547.44,3569.37,3481.44,3458.07,3514.23,3535.57,3557.57,3543.49,3536.37,3529.24,3522.12,3509.84,3496,3559.7,3614.41,3587.21,3618.51,3642.83,3642.83
